DocID,DOI,ItemType,PublicationYear,Author,Title,PublicationTitle,Abstract,Notes,Psychology_Keywords,Philosophy_Keywords,Biology_Keywords,Medicine_Keywords,Max_Score,Second_Score,Difference,N_Max,AutomatedAssignment,Tie,Low_Confidence,AutomatedAssignment_Revision,Field,ReasonCorrection,ReasonCorrection_Standard
86,10.1080/09515080802200981,JournalArticle,2008,"Stotz, Karola",The Ingredients for a Postgenomic Synthesis of Nature and Nurture,Philosophical Psychology,"This paper serves as an introduction to the special issue on “Reconciling Nature and Nurture in Behavior and Cognition Research” and sets its agenda to resolve the ‘interactionist’ dichotomy of nature as the genetic, and stable, factors of development, and nurture as the environmental, and plastic influences. In contrast to this received view it promotes the idea that all traits, no matter how developmentally fixed or universal they seem, contingently develop out of a single-cell state through the interaction of a multitude of developmental resources that defies any easy, dichotomous separation. It goes on to analyze the necessary ingredients for such a radical, epigenetic account of development, heredity and evolution: 1. A detailed understanding of the epigenetic nature of the regulatory mechanisms of gene expression; 2. The systematical questioning of preconceptions of ‘explanatory’ categories of behavior, such as ‘innate’ or ‘programmed’; 3. Especially in psychological research the integration of the concepts of ‘development’ and ‘learning’, and a richer classification of the concept of ‘environment’ in the production of behavior; 4. A fuller understanding of the nature of inheritance that transcends the restriction to the genetic material as the sole hereditary unit, and the study of the process of developmental niche construction; and last 5. Taking serious the role of ecology in development and evolution. I hope that an accomplishment of the above task will then lead to a ‘postgenomic’ synthesis of nature and nurture that conceptualizes ‘nature’ as the natural phenotypic outcome ‘nurtured’ by the natural developmental process leading to it.",About introducing a special issue that debates how to overcome the nature vs. nurture dichotomy,7,6,10,0,10,7,3,1,Biology,0,0,Biology,Philosophy,This is a philosophy author in a philosophy journal,Journal from different field; Author from different field
87,10.1093/bjps/axn020,BookReview,2008,"Griffiths, Paul E.",Jesse Prinz Gut Reactions: A Perceptual Theory of Emotion,The British Journal for the Philosophy of Science,NA,"About a book review on affective neuroscience, emotions and perception",4,3,0,0,4,3,1,1,Psychology,0,1,Ambiguous_Close,Philosophy,"This is a philosopher writing about the philosophy of psychology, that's why it picked up psychology. But I will relocate according to profession and journal. ",Journal from different field; Author from different field
88,10.1086/529561,JournalArticle,2008,"Stotz, Karola; Griffiths, Paul E.","Biohumanities: Rethinking the Relationship Between Biosciences, Philosophy and History of Science, and Society",The Quarterly Review of Biology,"We argue that philosophical and historical research can constitute a “Biohumanities” that deepens our understanding of biology itself, engages in constructive “science criticism,” helps formulate new “visions of biology,” and facilitates “critical science communication.” We illustrate these ideas with two recent “experimental philosophy” studies of the concept of the gene and of the concept of innateness conducted by ourselves and collaborators. We conclude that the complex and often troubled relations between science and society are critical to both parties, and argue that the philosophy and history of science can help to make this relationship work.","About developing ""biohumanities"", or the integration between philosophy and biology",0,20,8,0,20,8,12,1,Philosophy,0,0,Philosophy,Philosophy,,
89,10.1016/j.dr.2008.08.001,JournalArticle,2008,"Harshaw, Christopher","Alimentary Epigenetics: A Developmental Psychobiological Systems View of the Perception of Hunger, Thirst and Satiety.",Developmental Review,"Hunger, thirst and satiety have an enormous influence on cognition, behavior and development, yet we often take for granted that they are simply inborn or innate. Converging data and theory from both comparative and human domains, however, supports the conclusion that the phenomena hunger, thirst and satiety are not innate but rather emerge probabilistically as a function of experience during individual development. The metatheoretical perspective provided by developmental psychobiological systems theory provides a useful framework for organizing and synthesizing findings related to the development of the perception of hunger, thirst and satiety, or alimentary interoception. It is argued that neither developmental psychology nor the psychology of eating and drinking have adequately dealt with the ontogeny of alimentary interoception and that a more serious consideration of the species-typical developmental system of food and fluid intake and the many modifications that have been made therein is likely necessary for a full understanding of both alimentary and emotional development.",About a framework for the development of basic psychophysiological functions (such as hunger),9,4,0,0,9,4,5,1,Psychology,0,0,Psychology,Psychology,,
90,10.1080/09515080802201237,JournalArticle,2008,"Robert, Jason Scott",The Comparative Biology of Human Nature,Philosophical Psychology,"Model organismism—the over-reliance on model organisms without sufficient attention to the adequacy of the models—continues to hobble our understanding of human brains and behaviors. I outline the problem of model organismism in contemporary biology and biomedicine, and discuss the virtues of a genuinely comparative biology for understanding ourselves, our evolutionary history, and our place in nature.",About the impact of model organisism on our view of human beings,2,4,7,0,7,4,3,1,Biology,0,0,Biology,Philosophy,Philosophy author and publication,Journal from different field; Author from different field
91,10.1080/09515080802170127,JournalArticle,2008,"Moore, David S.",Espousing Interactions and Fielding Reactions: Addressing Laypeople's Beliefs About Genetic Determinism,Philosophical Psychology,"Although biologists and philosophers of science generally agree that genes cannot determine the forms of biological and psychological traits, students, journalists, politicians, and other members of the general public nonetheless continue to embrace genetic determinism. This article identifies some of the concerns typically raised by individuals when they first encounter the systems perspective that biologists and philosophers of science now favor over genetic determinism, and uses arguments informed by that perspective to address those concerns. No definitive statements can yet be made about why genetic determinism has proven so resilient in the face of empirical evidence pointing up its deficiencies, but conveying the essential interdependence of ‘nature’ and ‘nurture’ to the general public will likely require deployment of the arguments that systems theorists ordinarily use to reject genetic determinism. In addition, the elaboration of new metaphors that focus attention on the dynamic nature of trait construction will likely prove valuable, because re-conceptualizing notions like ‘genes’ and ‘nature’ will probably be one of the most effective ways to help students and the general public abandon the genetic determinism that biologists now recognize as indefensible.","About exploring reasons why genetic determinism persists, and putting forward new metaphors for the developmental systems approach",4,8,8,0,8,8,0,2,Philosophy,1,1,Ambiguous_Tie,Philosophy,This is a psychologist but in a philosophy journal,Journal from assigned field
92,10.1016/j.newideapsych.2007.07.015,JournalArticle,2008,"Lickliter, Robert",The Growth of Developmental Thought: Implications for a New Evolutionary Psychology.,New Ideas in Psychology,"Evolution has come to be increasingly discussed in terms of changes in developmental processes rather than simply in terms of changes in gene frequencies. This shift is based in large part on the recognition that since all phenotypic traits arise during ontogeny as products of individual development, a primary basis for evolutionary change must be variations in the patterns and processes of development. Further, the products of development are epigenetic, not just genetic, and this is the case even when considering the evolutionary process. These insights have led investigators to reconsider the established notion of genes as the primary cause of development, opening the door to research programs focused on identifying how genetic and non-genetic factors coact to guide and constrain the process of development and its outcomes. I explore this growth of developmental thought and its implications for the achievement of a unified theory of heredity, development, and evolution and consider its implications for the realization of a new, developmentally based evolutionary psychology.",About the importance of development for evolutionary psychology,5,0,9,0,9,5,4,1,Biology,0,0,Biology,Psychology,Psychologist in a psychological journal,Journal from different field; Author from different field
93,10.1080/09515080802201146,JournalArticle,2008,"Griffiths, Paul E.; Machery, Edouard","Innateness, Canalization, and ‘Biologicizing the Mind’",Philosophical Psychology,This article examines and rejects the claim that ‘innateness is canalization’. Waddington's concept of canalization is distinguished from the narrower concept of environmental canalization with which it is often confused. Evidence is presented that the concept of environmental canalization is not an accurate analysis of the existing concept of innateness. The strategy of ‘biologicizing the mind’ by treating psychological or behavioral traits as if they were environmentally canalized physiological traits is criticized using data from developmental psychobiology. It is concluded that identifying innateness with environmental canalization can only result in adding unhelpful associations from ‘folkbiology’ to the relatively precise idea of canalization.,About critisizing the view that innateness amounts to canalization,4,6,4,0,6,4,2,1,Philosophy,0,0,Philosophy,Philosophy,,
94,10.1159/000216537,JournalArticle,2009,"Scher, Mark S.; Loparo, Kenneth A.",Neonatal EEG/Sleep State Analyses: A Complex Phenotype of Developmental Neural Plasticity,Developmental Neuroscience,"Computer analyses of EEG/sleep states can be used as physiologic biomarkers of developmental neural plasticity. Frequency- and time-dependent signal processing strategies of cerebral and noncerebral measures can help test current theories of neuronal network maturation in terms of segregation and integration of short-distance versus long-distance neuronal connections throughout the neuroaxis. Specific phenotypic expressions of adaptive or maladaptive neuronal connectivity are proposed based on comparisons of whole-brain EEG/sleep resting states between preterm and full-term cohorts when developmental outcome measures are applied. Combined use of neurophysiological datasets with neuroimaging and genetic methodologies define endophenotypes that will more accurately diagnose children at risk for developmental disorders, as well as design appropriate neuroprotective interventions for the individual's age and disease progress.",About applying new methods to the study of early development,1,0,4,4,4,4,0,2,Biology,1,1,Ambiguous_Tie,Medicine,Medical because it talks about diseases.,Content from different field
95,10.1080/10407410902877041,JournalArticle,2009,"Turvey, Michael T.",On the Notion and Implications of Organism-Environment System,Ecological Psychology,"The 5 papers in this special section examine the hypothesis that organism and environment constitute a single system. Timo Järvilehto and Barry Smith focus on the status of the hypothesis from the perspectives of experimental psychology and philosophy. Järvilehto addresses the precursors of the hypothesis and the reasons for adopting its implied methodology. Smith addresses the epistemological and ontological issues, historical and contemporary, surrounding the core notion of an organism-relative definition of environment. David Miller and Robert Lickliter focus on the status of the hypothesis from the perspectives of development and evolution. Miller addresses the limits on understanding development when organism-environment system and its implied (transactional) methodology are ignored. Likliter addresses the successes of the “epigenetic revolution” in relation to the traditionally dominant gene-centered view as confirmation of the hypothesis. Susan Oyama focuses on the nexus of ideas that define Developmental Systems Theory (DST), a primary conceptual embodiment of the one-system hypothesis. She addresses conceptual differences among proponents of DST and with proponents of related viewpoints that are seemingly accommodating of some version of the hypothesis—differences that are tied to the use, emphasis, and interpretation of “cause,” “information,” and “environment.” In this introduction I take the opportunity to present a personal overview of the conceptual landscape that embeds the one-system hypothesis. My goal is to frame the issues addressed by the 5 authors and to set the stage for future deliberations.",About introducing a special issue on conceptual riddles in ecological psychology,6,12,5,0,12,6,6,1,Philosophy,0,0,Philosophy,Philosophy,,
96,10.1177/1029864909013002071,JournalArticle,2009,"Parncutt, Richard","Prenatal and infant conditioning, the mother schema, and the origins of music and religion",Musicae Scientiae,"Existing theories of the origins of music and religion fail to account directly and convincingly for their universal emotional power and behavioural costliness. The theory of prenatal origins is based on empirically observable phenomena and involves prenatal classical conditioning, postnatal operant conditioning and the adaptive value of mother-infant bonding. The human fetus can perceive sound and acceleration from gestational week 20. The most salient sounds for the fetus are internal to the mother's body and associated with vocalisation, blood circulation, impacts (footfalls), and digestion. The protomusical sensitivity of infants may be based on prenatal associations between the mother's changing physical and emotional state and concomitant changes in both hormone levels in the placental blood and prenatally audible sound/movement patterns. Protomusical aspects of motherese, play and ritual may have emerged during a multigenerational process of operational conditioning on the basis of prenatally established associations among sound, movement and emotion. The infant's multimodal cognitive representation of its mother (mother schema) begins to develop before birth and may underlie music's personal qualities, religion's supernatural agents, and the link between the two. Prenatal theory can contribute to an explanation of musical universal such as specific features of rhythm and melody and associations between music and body movement, as well as universal commonalities of musical and religious behaviour and experience such as meaning, fulfilment, and altered states of consciousness.",About the importance of development in theories about the origins of music and religion,12,1,0,0,12,1,11,1,Psychology,0,0,Psychology,Psychology,,
97,10.1093/acprof:oso/9780195300598.003.0014,BookChapter,2009,"Johnston, Timothy D.; Lickliter, Robert",A Developmental Systems Theory Perspective on Psychological Change,Toward a Unified Theory of Development Connectionism and Dynamic System Theory Re-Considered,"This chapter draws attention to some aspects of development that are considered underrepresented in both dynamic systems theory (DST) and connectionism. The approach taken is that of developmental systems theory, which shares with DST a focus on the whole organism in its environment, and with connectionism a focus on the biological support for psychological change. It adds to those perspectives, a concern with more levels of biological analysis (including genetics), the incorporation of comparative, animal-based research, and attention to evolutionary considerations in the analysis of psychological change.",About applying a developmental systems theory to connectionism ,6,6,5,0,6,6,0,2,Psychology,1,1,Ambiguous_Tie,Psychology,Psychological topic in a psychology publication,Journal from assigned field; Author from assigned field
98,10.1111/j.1468-0017.2009.01376.x,JournalArticle,2009,"Griffiths, Paul E.; Machery, Edouard; Linquist, Stefan",The vernacular concept of innateness,Mind & Language,"The proposal that the concept of innateness expresses a ‘folk biological’ theory of the ‘inner natures’ of organisms was tested by examining the response of biologically naive participants to a series of realistic scenarios concerning the development of birdsong. Our results explain the intuitive appeal of existing philosophical analyses of the innateness concept. They simultaneously explain why these analyses are subject to compelling counterexamples. We argue that this explanation undermines the appeal of these analyses, whether understood as analyses of the vernacular concept or as explications of that concept for the purposes of science.",About testing the views about innateness of of biologically lay people ,0,8,6,0,8,6,2,1,Philosophy,0,0,Philosophy,Philosophy,,
99,10.1080/10407410902877157,JournalArticle,2009,"Lickliter, Robert",The Fallacy of Partitioning: Epigenetics' Validation of the Organism-Environment System,Ecological Psychology,"Ecological psychologists have long championed the importance of the concept of the organism-environment system and highlighted its value to our understanding of perception, action, and cognition (Gibson, 1966, 1979/1986). Decades of research from dozens of ecologically minded laboratories have provided a wealth of evidence in support of the concept of the organism-environment system. These efforts have not always been taken to heart in other areas of the psychological and biological sciences where frameworks committed to partitioning causality between the organism and the environment continue to persist. In this paper, I review recent advances in the rapidly growing field of epigenetics that are providing compelling validation of the organism-environment system. I also consider the implications of epigenetic research findings to our current understanding of development and evolution.",About how epigenetics corroborates the view of the environment-organism system of ecological psychology,11,3,11,0,11,11,0,2,Psychology,1,1,Ambiguous_Tie,Psychology,Psychology author and psychological topic,Author from assigned field; Content from assigned field
100,10.1002/9781444327632.ch10,BookChapter,2010,"Brunelli, Susan A.; Zimmerberg, Betty; Hofer, Myron A.",Developmental Effects of Selective Breeding for an Infant Trait,"Handbook of Developmental Science, Behavior, and Genetics",NA,About a selective breeding experiment and the insights it provides on development,1,0,0,0,1,0,1,1,Psychology,0,1,Ambiguous_Close,Psychology,Psychology topic and publication,Journal from assigned field; Content from assigned field
101,10.22371/07.2010.11,Dissertation,2010,"Miklush, Lisa E.",Neurodevelopmental Outcomes of High Risk Infants,NA,"Background: Infant developmental research has revealed amazing physical, cognitive, and social capacities of the human infant. Along with this knowledge is a growing appreciation of numerous factors that have the potential to impact the individual infant's developmental trajectory, either enhancing or compromising the eventual outcome. Enhanced understanding of those factors that shape infant developmental trajectories will provide an evidence base for the establishment of a supportive environment for the youngest members of society. Purpose: To determine the relationship between neurodevelopmental outcome and gestational age, birth weight, Apgar scores, NICU admission, infant gender, maternal depression, home environment, and parent-child interaction. Methodology: This study utilized a descriptive, correlational design and secondary analysis of data from the Healthy Families San Diego (HFSD) randomized controlled clinical trial conducted by Landsverk and colleagues (2002). Data Analysis: Multiple linear regression was utilized to produce the best combination of predictors of neurodevelopmental outcome, which was measured by the Bayley Scales of Infant Development, 2nd ed. (BSID-II) (Bayley, 1993). Results: The model of predictor variables significantly predicted all three BSID-II developmental outcomes (MDI, PDI, and BRS) measured at year 2. Mental Development: The model explained 34% of variance in the BSID-II MDI. MDI scores at year 1, parent-child interaction (NCAST) scores at year 2, and infant gender significantly contributed to the model. Motor Development: The model explained 16% of variance in the Y2 BSID-II PDI. PDI scores at year one, BRS scores at year 1, birth weight, and infant gender significantly contributed to the model. Behavioral Development: The model explained 20% of variance in the Y2 BSID-II BRS. Y2 NCAST scores, Y2 home inventory (HOME) scores, birth weight, gestational age, and infant gender significantly contributed to the model. Conclusions: Optimal development of a community's children is a vital component of a healthy and sustainable society. Based on the results of this study, future research may focus on the unique contribution of gender to developmental dynamics. Also of interest is the significance of early parent-child interaction, the home environment, birth weight, and gestational age in shaping infant developmental trajectories. Research efforts may focus on determining which of these risk factors are most amenable to preventative and interventional strategies, and identifying the stage of development where these strategies would be most effective.",About the outcomes in terms of brain development of children with problematic developmental trajectories,16,0,0,2,16,2,14,1,Psychology,0,0,Psychology,Psychology,,
102,10.1007/bf03393086,JournalArticle,2010,"Schoneberger, Ted",Three Myths from the Language Acquisition Literature,The Analysis of Verbal Behavior,"Three popular assertions have hindered the promotion of an empiricist approach to language acquisition: (a) that Brown and Hanlon (1970) claimed to offer data that parents do not reinforce their children's grammaticality; (b) that Brown and Hanlon also claimed to offer data that parents do not provide negative evidence (i.e., corrective feedback) for ungrammaticality; and (c) that Gold (1967) claimed to offer a formal proof showing that, without negative evidence, a child cannot acquire a language solely from environmental input. In this paper I offer introductory comments on the nature–nurture distinction (including interactionism, and the nativists' claim to have found a gene for language). Next I debunk the three aforementioned assertions by arguing that the authors (Brown & Hanlon; Gold) never made the claims attributed to them; review evidence on the role of reinforcement and corrective feedback in language acquisition; and offer some concluding comments.","About a developmental systems approach to the study of language, and allegedly debunking some myths",2,2,0,0,2,2,0,2,Psychology,1,1,Ambiguous_Tie,Psychology,"This is a work on behaviorism, apparently, so clearly psychological",Journal from assigned field
103,10.1002/9781444327632.ch11,BookChapter,2010,"Hood, Kathryn E.",Emergence and Constraint in Novel Behavioral Adaptations ,"Handbook of Developmental Science, Behavior, and Genetics",NA,About the concept of emergence and the emergence of novel features in behavioral development and evolution,0,1,2,0,2,1,1,1,Biology,0,1,Ambiguous_Close,Psychology,Psychology publication; lacks abstract so the automated assignment might have failed,Journal from different field
104,10.1007/s11097-010-9178-7,JournalArticle,2010,"Stotz, Karola",Human nature and cognitive–developmental niche construction,Phenomenology and the Cognitive Sciences,"Recent theories in cognitive science have begun to focus on the active role of organisms in shaping their own environment, and the role of these environmental resources for cognition. Approaches such as situated, embedded, ecological, distributed and particularly extended cognition look beyond ‘what is inside your head’ to the old Gibsonian question of ‘what your head is inside of’ and with which it forms a wider whole—its internal and external cognitive niche. Since these views have been treated as a radical departure from the received view of cognition, their proponents have looked for support to similar extended views within (the philosophy of) biology, most notably the theory of niche construction. This paper argues that there is an even closer and more fruitful parallel with developmental systems theory and developmental niche construction. These ask not ‘what is inside the genes you inherited’, but ‘what the inherited genes are inside of’ and with which they form a wider whole—their internal and external ontogenetic niche, understood as the set of epigenetic, social, ecological, epistemic and symbolic legacies inherited by the organism as necessary developmental resources. To the cognizing agent, the epistemic niche presents itself not just as a partially self-engineered selective niche, as the niche construction paradigm will have it, but even more so as a partially self-engineered ontogenetic niche, a problem-solving resource and scaffold for individual development and learning. This move should be beneficial for coming to grips with our own (including cognitive) nature: what is most distinctive about humans is their developmentally plastic brains immersed into a well-engineered, cumulatively constructed cognitive–developmental niche.",About the links between ecological psychology and niche construction,22,6,17,0,22,17,5,1,Psychology,0,0,Psychology,Philosophy,Philosophy author and publication,
105,10.1111/j.1467-8624.2009.01381.x,JournalArticle,2010,"Meaney, Michael J.",Epigenetics and the biological definition of gene x environment interactions.,Child Development,"Variations in phenotype reflect the influence of environmental conditions during development on cellular functions, including that of the genome. The recent integration of epigenetics into developmental psychobiology illustrates the processes by which environmental conditions in early life structurally alter DNA, providing a physical basis for the influence of the perinatal environmental signals on phenotype over the life of the individual. This review focuses on the enduring effects of naturally occurring variations in maternal care on gene expression and phenotype to provide an example of environmentally driven plasticity at the level of the DNA, revealing the interdependence of gene and environmental in the regulation of phenotype.",About the influences of early experience on psychological development,3,0,7,0,7,3,4,1,Biology,0,0,Biology,Biology,,
106,10.1002/9781444327632.ch16,BookChapter,2010,"Lickliter, Robert; Harshaw, Christopher",Canalization and Malleability Reconsidered ,"Handbook of Developmental Science, Behavior, and Genetics",NA,"About the importance of canalization and malleability, understood as developmental processe, for development and evolution",0,0,1,0,1,0,1,1,Biology,0,1,Ambiguous_Close,Psychology,Psychology publication and author,Journal from different field; Author from different field
107,NA,Dissertation,2010,"Boutwell, Brian Benjamin",School-Level Moderators of Genetic Influences on Antisocial Behaviors,NA,"Decades of research from numerous academic fields has provided unequivocal support that both genes and the environment are critically involved in shaping human behavior. More recently, researchers have begun to explore the manner in which genetic and environmental factors intertwine to sculpt behavioral outcomes. A growing body of evidence suggests that the expression of certain genetic tendencies may be directly moderated by exposure to certain environmental conditions. Research on the interaction between genes and the environment is helping to shed light on the developmental origins of a number of pathological outcomes including mental illness, aggression, violence, and criminality. To this point, researchers have tended to focus almost exclusively on the capability of early-life environments to condition the effects of genes on behavior. While this line of inquiry has greatly increased the knowledge base concerning the development of deviant tendencies, there remains a need to examine whether alternative environmental pathogens condition genetic predispositions for deviance. Schools represent one type of environment that has been exhaustively examined by criminologists, and that has been consistently linked with the deviant behavior of adolescents. Currently, however, almost no evidence exists related to whether school conditions moderate genetic influences on adolescent misbehavior. Using data drawn from the National Longitudinal Study of Adolescent Health, the current dissertation addresses this question by examining the moderating effects of school environments on a range of antisocial outcomes. The results of the analysis revealed partial evidence that school-level factors condition the effects of genes on a range of antisocial behaviors. The implications of these findings for the field of criminology are discussed in detail.",About the effect of school moderators on gene activity related to antisocial behaviors,0,0,0,1,1,0,1,1,Medicine,0,1,Ambiguous_Close,Psychology,Psychology topic,Content from different field
108,10.1007/978-94-007-1951-4_5,BookChapter,2011,"Stotz, Karola; Allen, Colin",From Cell-Surface Receptors to Higher Learning: A Whole World of Experience,Philosophy of Behavioral Biology,"In the last decade it has become en vogue for cognitive comparative psychologists to study animal behavior in an ‘integrated’ fashion to account for both the ‘innate’ and the ‘acquired’. We will argue that these studies, instead of really integrating the concepts of ‘nature’ and ‘nurture’, rather cement this old dichotomy. They combine empty nativist interpretations of behavior systems with blatantly environmentalist explanations of learning. We identify the main culprit as the failure to take development seriously. While in some areas of biology interest in the relationship between behavior and development has surged through topics such as extragenetic inheritance, niche construction, and phenotypic plasticity, this has gone almost completely unnoticed in the study of animal behavior in comparative psychology, and is frequently ignored in ethology too. The main aims of this paper are to clarify the relationship between the concepts of learning, experience, and development, and to investigate whether and how all three concepts can be usefully deployed in the study of animal behavior. This will require the full integration of the psychological study of behavior into biology, and of the idea of learning into a wider concept of experience. We lay out how, in a systems view of development, learning may just appear as one among many processes in which experience influences behavior. We argue for a position in which development and learning are tightly assimilated to one another. Not learning and development, but learning as part of development. This new synthesis should help to overcome the age-old dualism between innate and acquired. It thereby opens up the possibility of developing scientifically more fruitful distinctions.","About the failure of behavioral biology and comparative psychology of getting rid of the nature vs. nurture dichotomy, and how to do so",18,7,14,0,18,14,4,1,Psychology,0,0,Psychology,Philosophy,Philosophy author and publication,Journal from different field; Author from different field
109,10.3819/ccbr.2011.60001,JournalArticle,2011,"Feuerbacher, Erica N.; Wynne, Clive D. L.",A history of dogs as subjects in North American experimental psychological research,Comparative Cognition & Behavior Reviews,"The modern resurgence in psychological experiments involving dogs follows a long and rich tradition of using dogs as experimental subjects in psychology. Except for a few exceptions (e.g., Pavlov, and Scott and Fuller), much of this research is often overlooked. We trace the history of dogs as experimental psychological subjects: The work of Darwin and Pavlov sets the stage for our focus on research emanating from North American laboratories. We end our review with the advent of the modern renaissance of dog research. This account tracks the history of psychology as a science, providing insight into psychological processes and theoretical corollaries of these processes generally, and shedding light on the behavior of dogs specifically. A rediscovery of this literature can only aid research being conducted today, including rejuvenating old ques tions, suggesting new ones, and highlighting useful methods for current issues. We hope through this endeavor that those working with dogs will see themselves as part of this rich tradition and that a historical perspective will help integrate dog research into a field greater than the sum of its parts.",About the history of the use of dogs as experimental subjects in psychology,16,11,0,0,16,11,5,1,Psychology,0,0,Psychology,Psychology,,
110,10.1098/rstb.2010.0224,JournalArticle,2011,"Linquist, Stefan; Machery, Edouard; Griffiths, Paul E.; Stotz, Karola",Exploring the folkbiological conception of human nature,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences","Integrating the study of human diversity into the human evolutionary sciences requires substantial revision of traditional conceptions of a shared human nature. This process may be made more difficult by entrenched, ‘folkbiological’ modes of thought. Earlier work by the authors suggests that biologically naive subjects hold an implicit theory according to which some traits are expressions of an animal's inner nature while others are imposed by its environment. In this paper, we report further studies that extend and refine our account of this aspect of folkbiology. We examine biologically naive subjects' judgments about whether traits of an animal are ‘innate’, ‘in its DNA’ or ‘part of its nature’. Subjects do not understand these three descriptions to be equivalent. Both innate and in its DNA have the connotation that the trait is species-typical. This poses an obstacle to the assimilation of the biology of polymorphic and plastic traits by biologically naive audiences. Researchers themselves may not be immune to the continuing pull of folkbiological modes of thought.",About a study exploring the folk conceptions of human nature,0,5,12,0,12,5,7,1,Biology,0,0,Biology,Biology,,
111,10.1002/9781444394931.ch18,BookChapter,2011,"White, Douglas R.","Social Networks, Cognition, and Culture",A Companion to Cognitive Anthropology,"Network studies are an important adjunct to further development of cognitive anthropology and theory. When reliable means of identifying relational properties of behavior, cognition, and cultural structures or systems are available they help overcome limitations of other types of descriptive studies, descriptive statistics, or ad hoc inferences about how mind, culture, and social behavior interact. Roles: Roles form into key network and institutional structures which can be understood in relation to social processes. Network ethnography can also operate in this way to further understanding (White and Johansen 2006:ch. 1). Network studies enhance our understandings of cause and effects of emergent roles and their dynamical patterns of shifting stability, including hierarchy. Finding hierarchy and its network embeddings, for example, often depends on global as well as local information on how local patterns fit within global ones. Both the understanding of global network structure and analysis of micro–macro linkages are additional advantages. If we wanted to find the leaders in a large urban community (see Freeman et al. 1960), for example, we could start from a sample of potential leaders, ask them who the leaders are, and iteratively construct a snowball sample of higher order leaders until finally a leader sub-network or evidence of a single leader emerges. Cohesive groups: Cohesive groups have patterned interactions that are self-reinforcing and self-stabilizing in certain spatio-temporal frames. Study of these interactions can also account for indi- vidual choices, the emergence of cohesive units as socially and cognitively recognizable.",About applying network science to anthropology,14,0,0,0,14,0,14,1,Psychology,0,0,Psychology,Psychology,,
112,10.1017/s0140525x11002226,JournalArticle,2012,"Charney, Evan",Behavior genetics and postgenomics,Behavioral and Brain Sciences,"The science of genetics is undergoing a paradigm shift. Recent discoveries, including the activity of retrotransposons, the extent of copy number variations, somatic and chromosomal mosaicism, and the nature of the epigenome as a regulator of DNA expressivity, are challenging a series of dogmas concerning the nature of the genome and the relationship between genotype and phenotype. According to three widely held dogmas, DNA is the unchanging template of heredity, is identical in all the cells and tissues of the body, and is the sole agent of inheritance. Rather than being an unchanging template, DNA appears subject to a good deal of environmentally induced change. Instead of identical DNA in all the cells of the body, somatic mosaicism appears to be the normal human condition. And DNA can no longer be considered the sole agent of inheritance. We now know that the epigenome, which regulates gene expressivity, can be inherited via the germline. These developments are particularly significant for behavior genetics for at least three reasons: First, epigenetic regulation, DNA variability, and somatic mosaicism appear to be particularly prevalent in the human brain and probably are involved in much of human behavior; second, they have important implications for the validity of heritability and gene association studies, the methodologies that largely define the discipline of behavior genetics; and third, they appear to play a critical role in development during the perinatal period and, in particular, in enabling phenotypic plasticity in offspring. I examine one of the central claims to emerge from the use of heritability studies in the behavioral sciences, the principle of minimal shared maternal effects, in light of the growing awareness that the maternal perinatal environment is a critical venue for the exercise of adaptive phenotypic plasticity. This consideration has important implications for both developmental and evolutionary biology.","About the implication of epigenetics, regulation, and plasticity for behavioral genetics",0,0,15,0,15,0,15,1,Biology,0,0,Biology,Biology,,
113,10.1037/a0027495,Commentary,2012,"Lickliter, Robert",Exploring the dynamics of development and evolution: comment on Blair and Raver (2012).,Developmental Psychology,"Blair and Raver (2012) have provided an organism-in-environment conceptualization of the development of stress response physiology and its relation to the development of self-regulation. They argue that we must consider the context in which self-regulation and stress reactivity occur to understand their implications for developmental outcome. More generally, they present a cogent argument for why it is necessary to think developmentally when considering the effects of early experience on subsequent physical, emotional, cognitive, and social development. Blair and Raver's article also highlights a persistent challenge for developmental theory--how to make sense of the relationship among the various timescales over which phenotypes develop and change occurs. Their efforts to identify the factors involved in the variability and stability of self-regulation over different timescales demonstrate the dividends of integrating developmental and evolutionary perspectives to better understand the malleability of phenotypic development.",About a commentary on a paper concerning the integration of development and evolution,6,1,5,2,6,5,1,1,Psychology,0,1,Ambiguous_Close,Psychology,Psychologist in a psychological journal,Journal from assigned field; Author from assigned field
114,10.1002/dev.21087,JournalArticle,2012,"Griffiths, Paul E.",Lehrman's dictum: information and explanation in developmental biology.,Developmental Psychobiology,"The integration of concepts from evolutionary developmental biology, such as the homology concept, into developmental psychobiology has great potential. However, evolutionary developmental biology is an attempt to integrate evolutionary and developmental explanation and developmental psychobiology has traditionally been concerned to avoid conflating these two kinds of explanation. This article examines a recent attempt to explain development in terms of “inherited information.” The resulting explanation is an evolutionary explanation of development of a kind typical of evolutionary developmental biology. But its proponent mistakes it for an actual developmental explanation. Any integration of evolutionary developmental biology and developmental psychobiology should pay close attention to longstanding concerns about conflating evolutionary and developmental explanations.",About problems in integrating evolutionary theory and developmental psychobiology,0,9,19,0,19,9,10,1,Biology,0,0,Biology,Biology,,
